1bta.pdb,1.000000,1.000000,1.000000,1.000000
1fks.pdb,0.934579,1.000000,0.906977,1.000000
1go1.pdb,0.970588,1.000000,0.947368,1.000000
1j2m.pdb,1.000000,1.000000,1.000000,1.000000
1j56.pdb,1.000000,1.000000,1.000000,1.000000
1jnt.pdb,0.967391,1.000000,0.916667,1.000000
1ju8.pdb,1.000000,1.000000,1.000000,1.000000
1k37.pdb,1.000000,1.000000,1.000000,1.000000
1k76.pdb,0.966667,1.000000,0.964286,1.000000
1km7.pdb,1.000000,1.000000,1.000000,1.000000
1m3g.pdb,1.000000,1.000000,1.000000,1.000000
1opz.pdb,0.973684,1.000000,0.958333,1.000000
1or5.pdb,1.000000,1.000000,1.000000,1.000000
1ow5.pdb,1.000000,1.000000,1.000000,1.000000
1p0r.pdb,1.000000,1.000000,1.000000,1.000000
1prr.pdb,1.000000,1.000000,1.000000,1.000000
1px9.pdb,1.000000,1.000000,1.000000,1.000000
1q3t.pdb,1.000000,1.000000,1.000000,1.000000
1q59.pdb,1.000000,1.000000,1.000000,1.000000
1r9k.pdb,1.000000,1.000000,1.000000,1.000000
1rk9.pdb,1.000000,1.000000,1.000000,1.000000
1rzw.pdb,0.991870,1.000000,0.958333,1.000000
1s05.pdb,1.000000,1.000000,1.000000,1.000000
1s2h.pdb,0.990244,1.000000,0.966667,1.000000
1sp0.pdb,1.000000,1.000000,1.000000,1.000000
1svj.pdb,0.963235,1.000000,0.909091,1.000000
1szv.pdb,0.984000,1.000000,0.969697,1.000000
1ttg.pdb,0.989362,1.000000,0.976744,1.000000
1v3a.pdb,0.981481,1.000000,1.000000,0.965909
1v49.pdb,1.000000,1.000000,1.000000,1.000000
1vmc.pdb,0.950820,1.000000,0.913043,1.000000
1w7d.pdb,1.000000,1.000000,1.000000,1.000000
1wcj.pdb,1.000000,1.000000,1.000000,1.000000
1wh1.pdb,0.943548,1.000000,0.875000,1.000000
1wug.pdb,1.000000,1.000000,1.000000,1.000000
1yg0.pdb,0.954545,1.000000,0.941176,1.000000
1ylb.pdb,1.000000,1.000000,1.000000,1.000000
1ysg.pdb,1.000000,1.000000,1.000000,1.000000
1ysn.pdb,0.994475,1.000000,1.000000,1.000000
1yx7.pdb,1.000000,1.000000,1.000000,1.000000
1z1v.pdb,1.000000,1.000000,1.000000,1.000000
1z1z.pdb,1.000000,1.000000,1.000000,1.000000
1z3j.pdb,1.000000,1.000000,1.000000,1.000000
1z7r.pdb,0.991453,1.000000,0.950000,1.000000
1zs5.pdb,1.000000,1.000000,1.000000,1.000000
2a29.pdb,0.963235,1.000000,0.906977,1.000000
2abo.pdb,1.000000,1.000000,1.000000,1.000000
2afe.pdb,1.000000,1.000000,1.000000,1.000000
2aj1.pdb,0.971831,1.000000,0.958333,1.000000
2aqf.pdb,1.000000,1.000000,1.000000,1.000000
2arw.pdb,0.951456,1.000000,0.896552,1.000000
2b0g.pdb,0.963855,1.000000,0.954545,1.000000
2b8f.pdb,0.833333,1.000000,0.861111,1.000000
2bvb.pdb,0.970803,1.000000,0.972222,1.000000
2d46.pdb,1.000000,1.000000,1.000000,1.000000
2e6w.pdb,1.000000,1.000000,1.000000,1.000000
2ers.pdb,1.000000,1.000000,1.000000,1.000000
2eyv.pdb,1.000000,1.000000,1.000000,1.000000
2eyx.pdb,0.985075,1.000000,0.965517,1.000000
2fvn.pdb,0.950704,1.000000,0.937500,1.000000
2fz5.pdb,0.985401,1.000000,0.941176,1.000000
2gql.pdb,0.988439,1.000000,0.972222,1.000000
2gt6.pdb,0.988439,1.000000,0.976190,1.000000
2gvp.pdb,0.988439,1.000000,0.968750,1.000000
